SYMBOL,NAME OF COMPANY
ORCHASP.NS,Orchasp Ltd
ORCHPHARMA.NS,Orchid Pharma Limited
ORGANICREC.NS,Organic Recycling Systems Ltd
ORGCOAT.NS,Organic Coatings Ltd.
ORIBEVER.NS,Orient Beverages Ltd.
ORICONENT.NS,Oricon Enterprises Limited
ORIENTALTL.NS,Oriental Trimex Limited
ORIENTBELL.NS,Orient Bell Limited
ORIENTCEM.NS,Orient Cement Limited
ORIENTCER.NS,Orient Ceratech Limited
ORIENTELEC.NS,Orient Electric Limited
ORIENTHOT.NS,Oriental Hotels Limited
ORIENTLTD.NS,Orient Press Limited
ORIENTPPR.NS,Orient Paper & Industries Limited
ORIENTTECH.NS,Orient Technologies Limited
ORIENTTR.NS,Orient Tradelink Ltd.
ORIRAIL.NS,Oriental Rail Infrastructure Ltd
ORISSAMINE.NS,The Orissa Minerals Development Company Limited
OROSMITHS.NS,Orosil Smiths India Ltd.-$
ORTINGLOBE.NS,Ortin Global Limited
OSCARGLO.NS,Oscar Global Ltd.
OSEASPR.NS,Oseaspre Consultants Ltd.
OSIAHYPER.NS,Osia Hyper Retail Limited
OSIAJEE.NS,Osiajee Texfab Ltd
OSWALAGRO.NS,Oswal Agro Mills Limited
OSWALGREEN.NS,Oswal Greentech Limited
OSWALOR.NS,Oswal Overseas Ltd.
OSWALSEEDS.NS,Shreeoswal Seeds And Chemicals Limited
OSWAYRN.NS,Oswal Yarns Ltd.
OTCO.NS,Otco International Ltd.
OVOBELE.NS,Ovobel Foods Ltd.
OXYGENTAPH.NS,Oxygenta Pharmaceutical Ltd
PACE.NS,Pace E-Commerce Ventures Ltd
PACIFICI.NS,Pacific Industries Ltd.
PADALPO.NS,Padmanabh Alloys & Polymers Ltd.
PADAMCO.NS,Padam Cotton Yarns Ltd.
PADMAIND.NS,Padmanabh Industries Limited
PADMALAYAT.NS,Padmalaya Telefilms Ltd.
PAGEIND.NS,Page Industries Limited
PAISALO.NS,Paisalo Digital Limited
PAKKA.NS,Pakka Limited
PALASHSECU.NS,Palash Securities Limited
PALCO.NS,Palco Metals Ltd
PALMJEWELS.NS,Palm Jewels Ltd
PALREDTEC.NS,Palred Technologies Limited
PANABYTE.NS,Panabyte Technologies Ltd
PANACEABIO.NS,Panacea Biotec Limited
PANACHE.NS,Panache Digilife Limited
PANAENERG.NS,Panasonic Energy India Company Ltd.-$
PANAFIC.NS,Panafic Industrials Ltd
PANAMAPET.NS,Panama Petrochem Limited
PANCARBON.NS,Panasonic Carbon India Co.Ltd.-$
PANCHMAHQ.NS,Panchmahal Steel Ltd.
PANCHSHEEL.NS,Panchsheel Organics Ltd.
PANCM.NS,Panyam Cements & Mineral Industries Ltd.
PANELEC.NS,Pan Electronics India Ltd.
PANINDIAC.NS,Pan India Corporation Ltd.
PANJON.NS,Panjon Ltd.
PANKAJPO.NS,Pankaj Polymers Ltd.
PANORAMA.NS,Panorama Studios International Ltd
PANSARI.NS,Pansari Developers Limited
PANTH.NS,Panth Infinity Ltd
PAOS.NS,Paos Industries Ltd
PAR.NS,Par Drugs And Chemicals Limited
PARACABLES.NS,Paramount Communications Limited
PARADEEP.NS,Paradeep Phosphates Limited
PARAGMILK.NS,Parag Milk Foods Limited
PARAGONF.NS,Paragon Finance Ltd.
PARAS.NS,Paras Defence And Space Technologies Limited
PARASPETRO.NS,Paras Petrofils Limited
PARKERAC.NS,Parker Agrochem Exports Ltd.-$
PARKHOTELS.NS,Apeejay Surrendra Park Hotels Limited
PARLEIND.NS,Parle Industries Ltd
PARMAX.NS,Parmax Pharma Ltd
PARMCOS-B.NS,Paramount Cosmetics (India) Ltd.
PARMSILK.NS,Parmeshwari Silk Mills Ltd
PARNAXLAB.NS,Parnax Lab Ltd.
PARSHVA.NS,Parshva Enterprises Ltd
PARSHWANA.NS,Parshwanath Corporation Ltd.
PARSVNATH.NS,Parsvnath Developers Limited
PARVATI.NS,Parvati Sweetners And Power Ltd
PASARI.NS,Pasari Spinning Mills Ltd.
PASUFIN.NS,Pasupati Fincap Ltd.
PASUPTAC.NS,Pasupati Acrylon Limited
PASUSPG.NS,Pasupati Spg.& Wvg.Mills Ltd.
PATANJALI.NS,Patanjali Foods Limited
PATELENG.NS,Patel Engineering Limited
PATELSAI.NS,Patels Airtemp (India) Ltd.
PATIDAR.NS,Patidar Buildcon Limited
PATINTLOG.NS,Patel Integrated Logistics Limited
PATRON.NS,Patron Exim Ltd
PATSPINLTD.NS,Patspin India Ltd.
PAUSHAKLTD.NS,Paushak Ltd.
PAVNAIND.NS,Pavna Industries Limited
PAYTM.NS,One 97 Communications Limited
PBAINFRA.NS,Pba Infrastructure Ltd.
PBMPOLY.NS,Pbm Polytex Ltd.-$
PCBL.NS,Pcbl Limited
PCCOSMA.NS,Pee Cee Cosma Sope Ltd.
PCJEWELLER.NS,Pc Jeweller Limited
PCL.NS,Prospect Commodities Ltd
PCS.NS,Pcs Technology Ltd.
PDMJEPAPER.NS,Pudumjee Paper Products Limited
PDSL.NS,Pds Limited
PEARLPOLY.NS,Pearl Polymers Limited
PECOS.NS,Pecos Hotels And Pubs Ltd
PEETISEC.NS,Peeti Securities Ltd.
PEL.NS,Piramal Enterprises Limited
PENIND.NS,Pennar Industries Limited
PENINLAND.NS,Peninsula Land Limited
PEOPLIN.NS,Peoples Investments Ltd.
PERFEPA.NS,Perfectpac Ltd.
PERMAGN.NS,Permanent Magnets Ltd.-$
PERSISTENT.NS,Persistent Systems Limited
PERVASIVE.NS,Pervasive Commodities Ltd
PESB.NS,Pune E - Stock Broking Ltd
PETPLST.NS,Pet Plastics Ltd.
PETRONET.NS,Petronet Lng Limited
PFC.NS,Power Finance Corporation Limited
PFIZER.NS,Pfizer Limited
PFL.NS,Popular Foundations Ltd
PFOCUS.NS,Prime Focus Limited
PFS.NS,Ptc India Financial Services Limited
PGCRL.NS,Pearl Green Clubs And Resorts Ltd
PGEL.NS,Pg Electroplast Limited
PGFOILQ.NS,Pg Foils Ltd.
PGHH.NS,Procter & Gamble Hygiene And Health Care Limited
PGHL.NS,Procter & Gamble Health Limited
PGIL.NS,Pearl Global Industries Limited
PHARMAID.NS,Pharmaids Pharmaceuticals Ltd.
PHCAP.NS,Ph Capital Ltd.
PHOENIXLTD.NS,The Phoenix Mills Limited
PHOENIXTN.NS,Phoenix Township Ltd
PHOENXINTL.NS,Phoenix International Ltd.
PHOSPHATE.NS,The Phosphate Company Ltd
PHOTON.NS,Photon Capital Advisors Ltd.
PHOTOQUP.NS,Photoquip India Ltd.
PHRMASI.NS,Phaarmasia Ltd.
PHTRADING.NS,Ph Trading Ltd.
PHYTO.NS,Phyto Chem (India) Ltd.
PICCADIL.NS,Piccadily Agro Industries Ltd.
PICCASUG.NS,Piccadily Sugar & Allied Industries Ltd.
PICTUREHS.NS,Picturehouse Media Ltd.
PIDILITIND.NS,Pidilite Industries Limited
PIGL.NS,Power & Instrumentation (Gujarat) Limited
PIIND.NS,Pi Industries Limited
PILANIINVS.NS,Pilani Investment And Industries Corporation Limited
PILITA.NS,Pil Italica Lifestyle Limited
PIONEEREMB.NS,Pioneer Embroideries Limited
PIONRINV.NS,Pioneer Investcorp Ltd.
PIOTEX.NS,Piotex Industries Ltd
PITTIENG.NS,Pitti Engineering Limited
PIXTRANS.NS,Pix Transmissions Limited
PJL.NS,Patdiam Jewellery Ltd
PKTEA.NS,The Peria Karamalai Tea & Produce Company Limited
PLASTIBLEN.NS,Plastiblends India Limited
PLATIND.NS,Platinum Industries Limited
PLAZACABLE.NS,Plaza Wires Limited
PMCFIN.NS,Pmc Fincorp Limited
PML.NS,Paul Merchants Ltd
PMTELELIN.NS,P.M.Telelinnks Ltd.
PNB.NS,Punjab National Bank
PNBGILTS.NS,Pnb Gilts Limited
PNBHOUSING.NS,Pnb Housing Finance Limited
PNC.NS,Pritish Nandy Communications Limited
PNCINFRA.NS,Pnc Infratech Limited
PNGJL.NS,P N Gadgil Jewellers Limited
PNTKYOR.NS,Pentokey Organy (India) Ltd.
POBS.NS,Platinumone Business Services Ltd
POCL.NS,Pondy Oxides & Chemicals Limited
PODDARHOUS.NS,Poddar Housing And Development Limited
PODDARMENT.NS,Poddar Pigments Limited
POEL.NS,Pocl Enterprises Ltd
POKARNA.NS,Pokarna Limited
POLICYBZR.NS,Pb Fintech Limited
POLOHOT.NS,Polo Hotels Ltd.
POLSON.NS,Polson Ltd.
POLYCAB.NS,Polycab India Limited
POLYCHEM.NS,Polychem Ltd.
POLYCHMP.NS,Polymechplast Machines Ltd.
POLYCON.NS,Polycon International Ltd.
POLYLINK.NS,Polylink Polymers (India) Ltd.
POLYMAC.NS,Polymac Thermoformers Ltd
POLYMED.NS,Poly Medicure Limited
POLYPLEX.NS,Polyplex Corporation Limited
POLYSPIN.NS,Polyspin Exports Ltd
PONNIERODE.NS,Ponni Sugars (Erode) Limited
POOJA.NS,Poojawestern Metaliks Ltd
POOJAENT.NS,Vashu Bhagnani Industries Ltd
POONADAL.NS,Poona Dal & Oil Industries Ltd.
POONAWALLA.NS,Poonawalla Fincorp Limited
POPEES.NS,Popees Cares Ltd
POPULARES.NS,Popular Estate Management Ltd.
PORWAL.NS,Porwal Auto Components Ltd.
POWERGRID.NS,Power Grid Corporation Of India Limited
POWERINDIA.NS,Hitachi Energy India Limited
POWERMECH.NS,Power Mech Projects Limited
PPAP.NS,Ppap Automotive Limited
PPL.NS,Prakash Pipes Limited
PPLPHARMA.NS,Piramal Pharma Limited
PQIF.NS,Polo Queen Industrial And Fintech Ltd
PRABHHANS.NS,Prabhhans Industries Ltd
PRADHIN.NS,Pradhin Ltd
PRADPME.NS,Pradeep Metals Ltd.
PRAENG.NS,Prajay Engineers Syndicate Limited
PRAGBOS.NS,Prag Bosimi Synthetics Ltd.
PRAJIND.NS,Praj Industries Limited
PRAKASH.NS,Prakash Industries Limited
PRAKASHSTL.NS,Prakash Steelage Limited
PRATIK.NS,Pratik Panels Ltd.
PRATIKSH.NS,Pratiksha Chemicals Ltd.
PRAVEG.NS,Praveg Ltd
PRAXIS.NS,Praxis Home Retail Limited
PRECAM.NS,Precision Camshafts Limited
PRECISIO.NS,Precision Electronics Ltd.
PRECOT.NS,Precot Limited
PRECWIRE.NS,Precision Wires India Limited
PREMCAP.NS,Premier Capital Services Ltd.
PREMCO.NS,Premco Global Ltd.-$
PREMEXPLN.NS,Premier Explosives Limited
PREMIER.NS,Premier Limited
PREMIERENE.NS,Premier Energies Limited
PREMIERPOL.NS,Premier Polyfilm Limited
PREMSYN.NS,Premier Synthetics Ltd.
PRERINFRA.NS,Prerna Infrabuild Ltd.
PRESSURS.NS,Pressure Sensitive Systems (India) Ltd.
PRESTIGE.NS,Prestige Estates Projects Limited
PREVEST.NS,Prevest Denpro Ltd
PRICOLLTD.NS,Pricol Limited
PRIMAGR.NS,Prima Agro Ltd.
PRIMAIN.NS,Prima Industries Ltd.
PRIMAPLA.NS,Prima Plastics Ltd.
PRIMECAPM.NS,Prime Capital Market Ltd.
PRIMEFRESH.NS,Prime Fresh Ltd
PRIMEPRO.NS,Prime Property Development Corporation Ltd.-$
PRIMESECU.NS,Prime Securities Limited
PRIMEURB.NS,Prime Urban Development India Ltd.
PRIMIND.NS,Prime Industries Ltd.
PRIMO.NS,Primo Chemicals Ltd
PRINCEPIPE.NS,Prince Pipes And Fittings Limited
PRISMFN.NS,Prism Finance Ltd.
PRISMMEDI.NS,Prism Medico And Pharmacy Ltd.
PRISMX.NS,Prismx Global Ventures Ltd
PRITHVIEXCH.NS,Prithvi Exchange (India) Ltd
PRITI.NS,Priti International Limited
PRITIKAUTO.NS,Pritika Auto Industries Limited
PRIVISCL.NS,Privi Speciality Chemicals Limited
PRIYALT.NS,Priya Ltd.-$
PROCLB.NS,Pro Clb Global Ltd
PROFINC.NS,Pro Fin Capital Services Ltd.
PROMACT.NS,Promact Impex Ltd
PROMAX.NS,Promax Power Ltd
PROTEAN.NS,Protean Egov Technologies Ltd
PROZONER.NS,Prozone Realty Limited
PRSMJOHNSN.NS,Prism Johnson Limited
PRSNTIN.NS,Prashant India Ltd.
PRUDENT.NS,Prudent Corporate Advisory Services Limited
PRUDMOULI.NS,Prudential Sugar Corporation Limited
PSB.NS,Punjab & Sind Bank
PSITINFRA.NS,Ps It Infrastructure & Services Limited
PSPPROJECT.NS,Psp Projects Limited
PSUBANK.NS,Kotak Nifty Psu Bank Etf
PSUBANKADD.NS,Dsp Nifty Psu Bank Etf
PSUBNKBEES.NS,Nippon India Etf Nifty Psu Bank Bees
PSUBNKIETF.NS,Icici Prudential Nifty Psu Bank Etf
PTC.NS,Ptc India Limited
PTCIL.NS,Ptc Industries Limited
PTL.NS,Ptl Enterprises Limited
PULSRIN.NS,Pulsar International Ltd.
PUNCTRD.NS,Punctual Trading Ltd.
PUNJABCHEM.NS,Punjab Chemicals & Crop Protection Limited
PUNJCOMMU.NS,Punjab Communications Ltd.-$
PURITY.NS,Purity Flex Pack Ltd.
PUROHITCON.NS,Purohit Construction Ltd
PURPLE.NS,Purple Entertainment Ltd
PURPLEFIN.NS,Purple Finance Ltd
PURSHOTTAM.NS,Purshottam Investofin Ltd
PURVA.NS,Puravankara Limited
PVP.NS,Pvp Ventures Limited
PVRINOX.NS,Pvr Inox Limited
PVSL.NS,Popular Vehicles And Services Limited
PVTBANIETF.NS,Icici Prudential Nifty Private Bank Etf
PVTBANKADD.NS,Dsp Private Bank Etf
PVVINFRA.NS,Pvv Infra Ltd
PWASML.NS,Prakash Woollen & Synthetic Mills Ltd
PYRAMID.NS,Pyramid Technoplast Limited
PYXISFIN.NS,Pyxis Finvest Ltd
QGO.NS,Qgo Finance Ltd
QLL.NS,Qualitek Labs Ltd
QNIFTY.NS,Quantum Nifty 50 Etf
QRIL.NS,Quality Ro Industries Ltd
QUADRANT.NS,Quadrant Televentures Limited-$
QUAL30IETF.NS,Icici Prudential Nifty 200 Quality 30 Etf
QUANTBUILD.NS,Quantum Build-Tech Ltd
QUANTDIA.NS,Quantum Digital Vision (India) Ltd.
QUASAR.NS,Quasar India Ltd
QUESS.NS,Quess Corp Limited
QUESTCAP.NS,Quest Capital Markets Ltd
QUICKHEAL.NS,Quick Heal Technologies Limited
QUINT.NS,Quint Digital Ltd
RAAJMEDI.NS,Raaj Medisafe India Ltd.
RACE.NS,Race Eco Chain Limited
RACLGEAR.NS,Racl Geartech Ltd
RACONTEUR.NS,Raconteur Global Resources Ltd
RADAAN.NS,Radaan Mediaworks India Limited
RADHEDE.NS,Radhe Developers (India) Ltd.
RADHIKAJWE.NS,Radhika Jeweltech Limited
RADIANTCMS.NS,Radiant Cash Management Services Limited
RADICO.NS,Radico Khaitan Limited
RADIOCITY.NS,Music Broadcast Limited
RADIXIND.NS,Radix Industries (India) Limited
RAFL.NS,Raghuvansh Agrofarms Ltd
RAGHUNAT.NS,Raghunath International Ltd.
RAGHUSYN.NS,Raghuvir Synthetics Ltd.
RAGHUTOB.NS,Raghunath Tobacco Co.Ltd.
RAIDEEPIND.NS,Raideep Industries Ltd
RAILTEL.NS,Railtel Corporation Of India Limited
RAIN.NS,Rain Industries Limited
RAINBOW.NS,Rainbow Childrens Medicare Limited
RAINBOWF.NS,Rainbow Foundations Ltd.
RAJABAH.NS,Raja Bahadur International Ltd.
RAJESHEXPO.NS,Rajesh Exports Limited
RAJGASES.NS,Rajasthan Gases Ltd.
RAJINFRA.NS,Rajeswari Infrastructure Limited
RAJKOTINV.NS,Rajkot Investment Trust Ltd
RAJKSYN.NS,Rajkamal Synthetics Ltd.
RAJMET.NS,Rajnandini Metal Limited
RAJNISH.NS,Rajnish Wellness Ltd
RAJOOENG.NS,Rajoo Engineers Ltd.-$
RAJPACK.NS,Raj Packaging Industries Ltd.
RAJPALAYAM.NS,Rajapalayam Mills Ltd.-$
RAJPUTANA.NS,Rajputana Investment And Finance Ltd
RAJRATAN.NS,Rajratan Global Wire Limited
RAJRILTD.NS,Raj Rayon Industries Limited
RAJSREESUG.NS,Rajshree Sugars & Chemicals Limited
RAJTUBE.NS,Rajasthan Tube Manufacturing Co.Ltd.
RAJTV.NS,Raj Television Network Limited
RAJVI.NS,Rajvi Logitrade Ltd
RAL.NS,Resourceful Automobile Ltd
RALEGRA.NS,Ravileela Granites Ltd.
RALLIS.NS,Rallis India Limited
RAMANEWS.NS,Shree Rama Newsprint Limited
RAMAPHO.NS,Rama Phosphates Limited
RAMAPPR-B.NS,Rama Paper Mills Ltd.
RAMASIGNS.NS,Ramasigns Industries Ltd
RAMASTEEL.NS,Rama Steel Tubes Limited
RAMAVISION.NS,Rama Vision Ltd.
RAMCOCEM.NS,The Ramco Cements Limited
RAMCOIND.NS,Ramco Industries Limited
RAMCOSYS.NS,Ramco Systems Limited
RAMGOPOLY.NS,Ramgopal Polytex Ltd.
RAMINFO.NS,Raminfo Limited
RAMKY.NS,Ramky Infrastructure Limited
RAMRAT.NS,Ram Ratna Wires Limited
RAMSONS.NS,Ramsons Projects Ltd.
RANASUG.NS,Rana Sugars Limited
RANDER.NS,Rander Corporation Ltd.
RANEENGINE.NS,Rane Engine Valve Limited
RANEHOLDIN.NS,Rane Holdings Limited
RANJEET.NS,Ranjeet Mechatronics Ltd
RAP.NS,Rap Media Ltd.
RAPICUT.NS,Rapicut Carbides Ltd.
RAPID.NS,Rapid Multimodal Logistics Ltd
RAPIDIN.NS,Rapid Investments Ltd.
RASANDIK.NS,Rasandik Engineering Industries India Ltd.-$
RASIELEC.NS,Rasi Electrodes Ltd.
RASRESOR.NS,Ras Resorts & Apart Hotels Ltd.
RATEGAIN.NS,Rategain Travel Technologies Limited
RATHIBAR.NS,Rathi Bars Ltd.
RATHIST.NS,Rathi Steel & Power Ltd.-$
RATNABHUMI.NS,Ratnabhumi Developers Ltd
RATNAMANI.NS,Ratnamani Metals & Tubes Limited
RATNAVEER.NS,Ratnaveer Precision Engineering Limited
RAVALSUGAR.NS,The Ravalgaon Sugar Farm Ltd
RAWEDGE.NS,Raw Edge Industrial Solutions Ltd
RAYALEMA.NS,Royale Manor Hotels & Industries Ltd.
RAYMOND.NS,Raymond Limited
RAYMONDLSL.NS,Raymond Lifestyle Limited
RBA.NS,Restaurant Brands Asia Limited
RBGUPTA.NS,R.B.Gupta Financials Ltd.
RBL.NS,Rane Brake Lining Limited
RBLBANK.NS,Rbl Bank Limited
RBZJEWEL.NS,Rbz Jewellers Limited
RCAN.NS,Rajeshwari Cans Ltd
RCCL.NS,Rajasthan Cylinders & Containers Ltd
RCF.NS,Rashtriya Chemicals And Fertilizers Limited
RCL.NS,Radhagobind Commercial Ltd
RDBRIL.NS,Rdb Realty & Infrastructure Ltd.
RDBRL.NS,Rdb Rasayans Ltd.
REALECO.NS,Real Eco-Energy Ltd
RECLTD.NS,Rec Limited
REDINGTON.NS,Redington Limited
REDTAPE.NS,Redtape Limited
REETECH.NS,Reetech International Cargo And Courier Ltd
REFEX.NS,Refex Industries Limited
REFEXRENEW.NS,Refex Renewables & Infrastructure Ltd
REGENCERAM.NS,Regency Ceramics Limited
REGENCY.NS,Regency Fincorp Ltd
REGENTRP.NS,Regent Enterprises Ltd
REGIS.NS,Regis Industries Ltd
REGTRUS.NS,Regency Trust Ltd.
RELAXO.NS,Relaxo Footwears Limited
RELCHEMQ.NS,Reliance Chemotex Industries Limited
RELIABLE.NS,Reliable Data Services Limited
RELIABVEN.NS,Reliable Ventures India Ltd.
RELIANCE.NS,Reliance Industries Limited
RELICAB.NS,Relicab Cable Manufacturing Ltd
RELICTEC.NS,Relic Technologies Ltd.
RELIGARE.NS,Religare Enterprises Limited
RELINFRA.NS,Reliance Infrastructure Limited
RELTD.NS,Ravindra Energy Limited
REMIEDEL.NS,Remi Edelstahl Tubulars Limited
REMLIFE.NS,Remedium Lifecare Ltd
REMSONSIND.NS,Remsons Industries Limited
RENUKA.NS,Shree Renuka Sugars Limited
REPCOHOME.NS,Repco Home Finance Limited
REPL.NS,Rudrabhishek Enterprises Limited
REPRO.NS,Repro India Limited
RESGEN.NS,Resgen Ltd
RESONANCE.NS,Resonance Specialties Ltd.-$
RESPONIND.NS,Responsive Industries Limited
RESPONSINF.NS,Response Informatics Ltd
RESTILE.NS,Restile Ceramics Ltd.
RETAIL.NS,Jhs Svendgaard Retail Ventures Limited
RETINA.NS,Retina Paints Ltd
REVAORG.NS,Revati Organics Ltd.
REVATHIEQU.NS,Revathi Equipment India Limited
REXNORD.NS,Rexnord Electronics & Controls Ltd.
REXSEAL.NS,Rex Sealing And Packing Industries Ltd
RFLL.NS,Rita Finance And Leasing Ltd
RFSL.NS,Richfield Financial Services Ltd
RGCORP.NS,Real Growth Corporation Ltd
RGF.NS,Rgf Capital Markets Ltd
RGL.NS,Renaissance Global Limited
RGRL.NS,Retro Green Revolution Ltd
RHETAN.NS,Rhetan Tmt Ltd
RHIM.NS,Rhi Magnesita India Limited
RHL.NS,Robust Hotels Limited
RIBATEX.NS,Riba Textiles Ltd.
RICHAIND.NS,Richa Industries Ltd.
RICHUNV.NS,Rich Universe Network Ltd.
RICOAUTO.NS,Rico Auto Industries Limited
RIDDHI.NS,Riddhi Siddhi Gluco Biols Ltd.-$
RIDDHICORP.NS,Riddhi Corporate Services Ltd
RIDHISYN.NS,Ridhi Synthetics Ltd.
RIIL.NS,Reliance Industrial Infrastructure Limited
RIR.NS,Rir Power Electronics Ltd
RISAINTL.NS,Risa International Ltd.
RISHABH.NS,Rishabh Instruments Limited
RISHDIGA.NS,Rishabh Digha Steel & Allied Products Ltd.-$
RISHILASE.NS,Rishi Laser Ltd.
RISHIROOP.NS,Rishiroop Ltd
RISHITECH.NS,Rishi Techtex Ltd.
RITCO.NS,Ritco Logistics Limited
RITES.NS,Rites Limited
RITESHIN.NS,Ritesh International Ltd.
RITHWIKFMS.NS,Rithwik Facility Management Services Ltd
RJSHAH.NS,R.J.Shah & Co.Ltd.
RKDAGRRTL.NS,Rkd Agri & Retail Ltd
RKDL.NS,Ravi Kumar Distilleries Limited
RKEC.NS,Rkec Projects Limited
RKFORGE.NS,Ramkrishna Forgings Limited
RKSWAMY.NS,R K Swamy Limited
RLF.NS,Rlf Ltd.
RLFL.NS,Ramchandra Leasing & Finance Ltd
RMC.NS,Rmc Switchgears Ltd
RML.NS,Rane (Madras) Limited
RNBDENIMS.NS,R&B Denims Ltd
ROBU.NS,Macfos Ltd
RODIUM.NS,Rodium Realty Limited
ROHLTD.NS,Royal Orchid Hotels Limited
ROJL.NS,Ro Jewels Ltd
ROLCOEN.NS,Rolcon Engineering Co.Ltd.
ROLEXRINGS.NS,Rolex Rings Limited
ROLLT.NS,Rollatainers Limited
ROML.NS,Raj Oil Mills Limited
RONI.NS,Roni Households Ltd
ROOPAIND.NS,Roopa Industries Ltd.
ROOPSHRI.NS,Roopshri Resorts Ltd
ROSELABS.NS,Roselabs Finance Ltd.
ROSEMER.NS,Rose Merc.Ltd.
ROSSARI.NS,Rossari Biotech Limited
ROSSELLIND.NS,Rossell India Limited
ROTO.NS,Roto Pumps Limited
ROUTE.NS,Route Mobile Limited
ROYAL.NS,Royal Sense Ltd
ROYALCU.NS,Royal Cushion Vinyl Products Ltd.-$
ROYALIND.NS,Royal India Corporation Limited
RPEL.NS,Raghav Productivity Enhancers Limited
RPGLIFE.NS,Rpg Life Sciences Limited
RPOWER.NS,Reliance Power Limited
RPPINFRA.NS,R.P.P. Infra Projects Limited
RPPL.NS,Rajshree Polypack Limited
RPSGVENT.NS,Rpsg Ventures Limited
RPTECH.NS,Rashi Peripherals Limited
RRETAIL.NS,Rajnish Retail Ltd
RRIL.NS,Rril Ltd
RRKABEL.NS,R R Kabel Limited
RRMETAL.NS,Rr Metalmakers India Ltd
RRP.NS,Rrp Semiconductor Ltd
RRSECUR.NS,R.R.Securities Ltd.
RSDFIN.NS,Rsd Finance Ltd
RSSOFTWARE.NS,R. S. Software (India) Limited
RSTL.NS,Riddhi Steel And Tube Ltd
RSWM.NS,Rswm Limited
RSYSTEMS.NS,R Systems International Limited
RTFL.NS,Real Touch Finance Ltd
RTNINDIA.NS,Rattanindia Enterprises Limited
RTNPOWER.NS,Rattanindia Power Limited
RTSPOWR.NS,Rts Power Corporation Ltd.
RUBFILA.NS,Rubfila International Limited
RUBYMILLS.NS,The Ruby Mills Limited
RUCHINFRA.NS,Ruchi Infrastructure Limited
RUCHIRA.NS,Ruchira Papers Limited
RUDRA.NS,Rudra Global Infra Products Ltd
RUDRAECO.NS,Rudra Ecovation Ltd
RUDRAGAS.NS,Rudra Gas Enterprise Ltd
RUNGTAIR.NS,Rungta Irrigation Ltd.
RUPA.NS,Rupa & Company Limited
RUSHIL.NS,Rushil Decor Limited
RUSTOMJEE.NS,Keystone Realtors Limited
RVHL.NS,Ravinder Heights Limited
RVNL.NS,Rail Vikas Nigam Limited
S&SPOWER.NS,S&S Power Switchgears Limited
SAB.NS,Sab Industries Ltd
SABEVENTS.NS,Sab Events & Governance Now Media Limited
SABOOSOD.NS,Saboo Sodium Chloro Ltd.
SABTNL.NS,Sri Adhikari Brothers Television Network Limited
SACHEMT.NS,Sacheta Metals Ltd.
SADBHAV.NS,Sadbhav Engineering Limited
SADBHIN.NS,Sadbhav Infrastructure Project Limited
SADHNA.NS,Sadhna Broadcast Ltd
SADHNANIQ.NS,Sadhana Nitrochem Limited
SAENTER.NS,South Asian Enterprises Ltd.
SAFARI.NS,Safari Industries (India) Limited
SAFE.NS,Sodhani Academy Of Fintech Enablers Ltd
SAGAR.NS,Sagar Diamonds Ltd
SAGARDEEP.NS,Sagardeep Alloys Limited
SAGARSOFT.NS,Sagarsoft (India) Ltd
SAGARSYST.NS,Sagar Systech Ltd.
SAGCEM.NS,Sagar Cements Limited
SAGRSOY-B.NS,Sagar Soya Products Ltd.
SAH.NS,Sah Polymers Limited
SAHARAHOUS.NS,Sahara Housingfina Corporation Ltd.
SAHLIBHFI.NS,Shalibhadra Finance Ltd.
SAHYADRI.NS,Sahyadri Industries Limited
SAI.NS,Sai Swami Metals And Alloys Ltd
SAICAPI.NS,Sai Capital Ltd.
SAICOM.NS,Saianand Commercial Limited
SAIL.NS,Steel Authority Of India Limited
SAILANI.NS,Sailani Tours N Travels Ltd
SAINIK.NS,Sainik Finance & Industries Ltd.
SAINTGOBAIN.NS,Saint-Gobain Sekurit India Ltd.
SAKAR.NS,Sakar Healthcare Limited
SAKHTISUG.NS,Sakthi Sugars Limited
SAKSOFT.NS,Saksoft Limited
SAKTHIFIN.NS,Sakthi Finance Ltd.
SAKUMA.NS,Sakuma Exports Limited
SALASAR.NS,Salasar Techno Engineering Limited
SALAUTO.NS,Sal Automotive Ltd
SALEM.NS,Salem Erode Investments Ltd
SALONA.NS,Salona Cotspin Limited
SALORAINTL.NS,Salora International Ltd.
SALSAIN.NS,Shree Salasar Investment Ltd.
SALSTEEL.NS,S.A.L. Steel Limited
SALZERELEC.NS,Salzer Electronics Limited
SAMBANDAM.NS,Sambandam Spinning Mills Ltd.-$
SAMBHAAV.NS,Sambhaav Media Limited
SAMHI.NS,Samhi Hotels Limited
SAMINDUS.NS,Sam Industries Ltd.
SAMKRG.NS,Samkrg Pistons & Rings Ltd.-$
SAMMAANCAP.NS,Sammaan Capital Limited
SAMOR.NS,Samor Reality Ltd
SAMPANN.NS,Sampann Utpadan India Limited
SAMPRE.NS,Sampre Nutritions Ltd.
SAMRATFORG.NS,Samrat Forgings Ltd
SAMRATPH.NS,Samrat Pharmachem Ltd.-$
SAMSRITA.NS,Samsrita Labs Ltd
SAMTEX.NS,Samtex Fashions Ltd.-$
SAMYAKINT.NS,Samyak International Ltd.
SANBLUE.NS,Sanblue Corporation Ltd.
SANCF.NS,Sanchay Finvest Ltd.
SANCO.NS,Sanco Industries Limited
